fen	score_cp	wdl	decisive	mode	score_source
8/8/3M4/3n4/3k2K1/3m4/8/8 b - - 5 132	-419	0.5	0	normal	engine_search
8/8/3M4/3n4/4k1K1/3m4/8/8 w - - 6 133	-419	0.5	0	normal	engine_search
8/8/3M4/3n2K1/4k3/3m4/8/8 b - - 7 133	-418	0.5	0	normal	engine_search
8/8/3M4/3n2K1/2m1k3/8/8/8 w - - 8 134	-419	0.5	0	normal	engine_search
8/8/3M2K1/3n4/2m1k3/8/8/8 b - - 9 134	-418	0.5	0	normal	engine_search
8/8/3M2K1/3n4/2m2k2/8/8/8 w - - 10 135	-418	0.5	0	normal	engine_search
8/5K2/3M4/3n4/2m2k2/8/8/8 b - - 11 135	-416	0.5	0	normal	engine_search
8/5K2/3M4/3n1k2/2m5/8/8/8 w - - 12 136	-417	0.5	0	normal	engine_search
8/5K2/8/2Mn1k2/2m5/8/8/8 b - - 13 136	-418	0.5	0	normal	engine_search
8/5K2/8/2Mnk3/2m5/8/8/8 w - - 14 137	-417	0.5	0	normal	engine_search
4K3/8/8/2Mnk3/2m5/8/8/8 b - - 15 137	-415	0.5	0	normal	engine_search
4K3/8/5n2/2M1k3/2m5/8/8/8 w - - 16 138	-417	0.5	0	normal	engine_search
8/4K3/5n2/2M1k3/2m5/8/8/8 b - - 17 138	-417	0.5	0	normal	engine_search
8/4K3/8/2M1k3/2m1n3/8/8/8 w - - 18 139	-417	0.5	0	normal	engine_search
8/4K3/1M6/4k3/2m1n3/8/8/8 b - - 19 139	-418	0.5	0	normal	engine_search
8/4K3/1M6/3k4/2m1n3/8/8/8 w - - 20 140	-417	0.5	0	normal	engine_search
8/3K4/1M6/3k4/2m1n3/8/8/8 b - - 21 140	-418	0.5	0	normal	engine_search
8/3K4/1M6/3k4/4n3/3m4/8/8 w - - 22 141	-419	0.5	0	normal	engine_search
8/2K5/1M6/3k4/4n3/3m4/8/8 b - - 23 141	-418	0.5	0	normal	engine_search
8/2K5/1M6/3k4/8/3m4/3n4/8 w - - 24 142	-419	0.5	0	normal	engine_search
8/3K4/1M6/3k4/8/3m4/3n4/8 b - - 25 142	-417	0.5	0	normal	engine_search
8/3K4/1M6/3k4/8/1n1m4/8/8 w - - 26 143	-418	0.5	0	normal	engine_search
8/2K5/1M6/3k4/8/1n1m4/8/8 b - - 27 143	-418	0.5	0	normal	engine_search
8/2K5/1M6/3k4/4m3/1n6/8/8 w - - 28 144	-418	0.5	0	normal	engine_search
8/3K4/1M6/3k4/4m3/1n6/8/8 b - - 29 144	-418	0.5	0	normal	engine_search
8/3K4/1M6/3k1m2/8/1n6/8/8 w - - 30 145	-419	0.5	0	normal	engine_search
8/2MK4/8/3k1m2/8/1n6/8/8 b - - 31 145	-419	0.5	0	normal	engine_search
8/2MK4/8/3k1m2/3n4/8/8/8 w - - 32 146	-417	0.5	0	normal	engine_search
3M4/3K4/8/3k1m2/3n4/8/8/8 b - - 33 146	-418	0.5	0	normal	engine_search
3M4/3K4/4m3/3k4/3n4/8/8/8 w - - 34 147	-419	0.5	0	normal	engine_search
3M4/2K5/4m3/3k4/3n4/8/8/8 b - - 35 147	-418	0.5	0	normal	engine_search
3M4/2K5/2n1m3/3k4/8/8/8/8 w - - 36 148	-419	0.5	0	normal	engine_search
2KM4/8/2n1m3/3k4/8/8/8/8 b - - 37 148	-418	0.5	0	normal	engine_search
2KM4/8/2n1m3/2k5/8/8/8/8 w - - 38 149	-418	0.5	0	normal	engine_search
3M4/2K5/2n1m3/2k5/8/8/8/8 b - - 39 149	-417	0.5	0	normal	engine_search
3M4/2K5/4m3/2k5/1n6/8/8/8 w - - 40 150	-419	0.5	0	normal	engine_search
8/2K1M3/4m3/2k5/1n6/8/8/8 b - - 41 150	-419	0.5	0	normal	engine_search
8/2K1M3/4m3/2kn4/8/8/8/8 w - - 42 151	-419	0.5	0	normal	engine_search
3K4/4M3/4m3/2kn4/8/8/8/8 b - - 43 151	-513	0.5	0	normal	engine_search
3K4/4M3/2k1m3/3n4/8/8/8/8 w - - 44 152	-605	0.5	0	normal	engine_search
3K1M2/8/2k1m3/3n4/8/8/8/8 b - - 45 152	-497	0.5	0	normal	engine_search
3K1M2/5m2/2k5/3n4/8/8/8/8 w - - 46 153	-646	0.5	0	normal	engine_search
3K4/4Mm2/2k5/3n4/8/8/8/8 b - - 47 153	-649	0.5	0	normal	engine_search
3K4/4M3/2k3m1/3n4/8/8/8/8 w - - 48 154	-652	0.5	0	normal	engine_search
4K3/4M3/2k3m1/3n4/8/8/8/8 b - - 49 154	-662	0.5	0	normal	engine_search
4K3/2k1M3/6m1/3n4/8/8/8/8 w - - 50 155	-666	0.5	0	normal	engine_search
4KM2/2k5/6m1/3n4/8/8/8/8 b - - 51 155	-670	0.5	0	normal	engine_search
4KM2/8/3k2m1/3n4/8/8/8/8 w - - 52 156	-680	0.5	0	normal	engine_search
4K3/6M1/3k2m1/3n4/8/8/8/8 b - - 53 156	-681	0.5	0	normal	engine_search
4K3/6M1/4k1m1/3n4/8/8/8/8 w - - 54 157	-682	0.5	0	normal	engine_search
5K2/6M1/4k1m1/3n4/8/8/8/8 b - - 55 157	-684	0.5	0	normal	engine_search
5K2/6M1/4k3/3n1m2/8/8/8/8 w - - 56 158	-681	0.5	0	normal	engine_search
6K1/6M1/4k3/3n1m2/8/8/8/8 b - - 57 158	-693	0.5	0	normal	engine_search
6K1/6M1/4k3/3n4/4m3/8/8/8 w - - 58 159	-694	0.5	0	normal	engine_search
6KM/8/4k3/3n4/4m3/8/8/8 b - - 59 159	-696	0.5	0	normal	engine_search
6KM/8/5k2/3n4/4m3/8/8/8 w - - 60 160	-698	0.5	0	normal	engine_search
6K1/6M1/5k2/3n4/4m3/8/8/8 b - - 61 160	-699	0.5	0	normal	engine_search
6K1/6M1/6k1/3n4/4m3/8/8/8 w - - 62 161	-699	0.5	0	normal	engine_search
5K2/6M1/6k1/3n4/4m3/8/8/8 b - - 63 161	-699	0.5	0	normal	engine_search
5K2/6M1/6k1/8/4mn2/8/8/8 w - - 64 162	-699	0.5	0	normal	engine_search
8/4K1M1/6k1/8/4mn2/8/8/8 b - - 65 162	-699	0.5	0	normal	engine_search
8/4K1k1/8/8/4mn2/8/8/8 w - - 0 163	-699	0.5	0	normal	engine_search
8/6k1/3K4/8/4mn2/8/8/8 b - - 1 163	-699	0.5	0	normal	engine_search
8/6k1/3K4/8/4m3/3n4/8/8 w - - 2 164	-699	0.5	0	normal	engine_search
8/4K1k1/8/8/4m3/3n4/8/8 b - - 3 164	-702	0.5	0	normal	engine_search
8/4K3/6k1/8/4m3/3n4/8/8 w - - 4 165	-702	0.5	0	normal	engine_search
8/8/3K2k1/8/4m3/3n4/8/8 b - - 5 165	-700	0.5	0	normal	engine_search
8/8/3K1k2/8/4m3/3n4/8/8 w - - 6 166	-702	0.5	0	normal	engine_search
8/3K4/5k2/8/4m3/3n4/8/8 b - - 7 166	-699	0.5	0	normal	engine_search
8/3K4/8/4k3/4m3/3n4/8/8 w - - 8 167	-696	0.5	0	normal	engine_search
8/2K5/8/4k3/4m3/3n4/8/8 b - - 9 167	-693	0.5	0	normal	engine_search
8/2K5/4k3/8/4m3/3n4/8/8 w - - 10 168	-694	0.5	0	normal	engine_search
3K4/8/4k3/8/4m3/3n4/8/8 b - - 11 168	-700	0.5	0	normal	engine_search
3K4/8/4k3/4n3/4m3/8/8/8 w - - 12 169	-699	0.5	0	normal	engine_search
4K3/8/4k3/4n3/4m3/8/8/8 b - - 13 169	-698	0.5	0	normal	engine_search
4K3/8/4k1n1/8/4m3/8/8/8 w - - 14 170	-704	0.5	0	normal	engine_search
3K4/8/4k1n1/8/4m3/8/8/8 b - - 15 170	-706	0.5	0	normal	engine_search
3K4/8/4k1n1/3m4/8/8/8/8 w - - 16 171	-701	0.5	0	normal	engine_search
8/2K5/4k1n1/3m4/8/8/8/8 b - - 17 171	-706	0.5	0	normal	engine_search
8/2K5/4k3/3mn3/8/8/8/8 w - - 18 172	-706	0.5	0	normal	engine_search
3K4/8/4k3/3mn3/8/8/8/8 b - - 19 172	-703	0.5	0	normal	engine_search
3K4/5k2/8/3mn3/8/8/8/8 w - - 20 173	-706	0.5	0	normal	engine_search
2K5/5k2/8/3mn3/8/8/8/8 b - - 21 173	-703	0.5	0	normal	engine_search
2K5/4k3/8/3mn3/8/8/8/8 w - - 22 174	-704	0.5	0	normal	engine_search
8/1K2k3/8/3mn3/8/8/8/8 b - - 23 174	-697	0.5	0	normal	engine_search
3k4/1K6/8/3mn3/8/8/8/8 w - - 24 175	-702	0.5	0	normal	engine_search
3k4/8/1K6/3mn3/8/8/8/8 b - - 25 175	-703	0.5	0	normal	engine_search
3k4/8/1K6/3m4/8/3n4/8/8 w - - 26 176	-703	0.5	0	normal	engine_search
3k4/1K6/8/3m4/8/3n4/8/8 b - - 27 176	-703	0.5	0	normal	engine_search
8/1K1k4/8/3m4/8/3n4/8/8 w - - 28 177	-698	0.5	0	normal	engine_search
8/3k4/1K6/3m4/8/3n4/8/8 b - - 29 177	-703	0.5	0	normal	engine_search
8/3k4/1K6/8/2m5/3n4/8/8 w - - 30 178	-706	0.5	0	normal	engine_search
8/1K1k4/8/8/2m5/3n4/8/8 b - - 31 178	-704	0.5	0	normal	engine_search
8/1K1k4/8/8/1nm5/8/8/8 w - - 32 179	-708	0.5	0	normal	engine_search
8/3k4/1K6/8/1nm5/8/8/8 b - - 33 179	-705	0.5	0	normal	engine_search
8/8/1K1k4/8/1nm5/8/8/8 w - - 34 180	-23	0.5	0	normal	engine_search
8/1K6/3k4/8/1nm5/8/8/8 b - - 35 180	-23	0.5	0	normal	engine_search
8/1K6/3k4/3n4/2m5/8/8/8 w - - 36 181	-21	0.5	0	normal	engine_search
8/8/K2k4/3n4/2m5/8/8/8 b - - 37 181	-21	0.5	0	normal	engine_search
8/8/K7/2kn4/2m5/8/8/8 w - - 38 182	-18	0.5	0	normal	engine_search
8/1K6/8/2kn4/2m5/8/8/8 b - - 39 182	-23	0.5	0	normal	engine_search
8/1K6/8/1mkn4/8/8/8/8 w - - 40 183	-20	0.5	0	normal	engine_search
2K5/8/8/1mkn4/8/8/8/8 b - - 41 183	-18	0.5	0	normal	engine_search
2K5/8/3k4/1m1n4/8/8/8/8 w - - 42 184	-17	0.5	0	normal	engine_search
3K4/8/3k4/1m1n4/8/8/8/8 b - - 43 184	-15	0.5	0	normal	engine_search
3K4/2n5/3k4/1m6/8/8/8/8 w - - 44 185	-14	0.5	0	normal	engine_search
2K5/2n5/3k4/1m6/8/8/8/8 b - - 45 185	-14	0.5	0	normal	engine_search
2K5/8/3kn3/1m6/8/8/8/8 w - - 46 186	-13	0.5	0	normal	engine_search
1K6/8/3kn3/1m6/8/8/8/8 b - - 47 186	-13	0.5	0	normal	engine_search
1K6/8/4n3/1m1k4/8/8/8/8 w - - 48 187	-12	0.5	0	normal	engine_search
8/1K6/4n3/1m1k4/8/8/8/8 b - - 49 187	-11	0.5	0	normal	engine_search
8/1K6/4n3/1mk5/8/8/8/8 w - - 50 188	-10	0.5	0	normal	engine_search
2K5/8/4n3/1mk5/8/8/8/8 b - - 51 188	-10	0.5	0	normal	engine_search
2K5/8/2k1n3/1m6/8/8/8/8 w - - 52 189	-9	0.5	0	normal	engine_search
1K6/8/2k1n3/1m6/8/8/8/8 b - - 53 189	-9	0.5	0	normal	engine_search
1K6/8/1k2n3/1m6/8/8/8/8 w - - 54 190	-8	0.5	0	normal	engine_search
2K5/8/1k2n3/1m6/8/8/8/8 b - - 55 190	-8	0.5	0	normal	engine_search
2K5/8/1km1n3/8/8/8/8/8 w - - 56 191	-7	0.5	0	normal	engine_search
1K6/8/1km1n3/8/8/8/8/8 b - - 57 191	-7	0.5	0	normal	engine_search
1K6/3m4/1k2n3/8/8/8/8/8 w - - 58 192	-6	0.5	0	normal	engine_search
K7/3m4/1k2n3/8/8/8/8/8 b - - 59 192	-6	0.5	0	normal	engine_search
K7/3m4/1k6/8/3n4/8/8/8 w - - 60 193	-5	0.5	0	normal	engine_search
1K6/3m4/1k6/8/3n4/8/8/8 b - - 61 193	-5	0.5	0	normal	engine_search
1K6/3m4/1kn5/8/8/8/8/8 w - - 62 194	-4	0.5	0	normal	engine_search
K7/3m4/1kn5/8/8/8/8/8 b - - 63 194	-4	0.5	0	normal	engine_search
K7/3mn3/1k6/8/8/8/8/8 w - - 64 195	-3	0.5	0	normal	engine_search
1K6/3mn3/1k6/8/8/8/8/8 b - - 65 195	-3	0.5	0	normal	engine_search
1K6/4n3/1km5/8/8/8/8/8 w - - 66 196	-2	0.5	0	normal	engine_search
K7/4n3/1km5/8/8/8/8/8 b - - 67 196	-2	0.5	0	normal	engine_search
K7/1m2n3/1k6/8/8/8/8/8 w - - 68 197	-1	0.5	0	normal	engine_search
1K6/1m2n3/1k6/8/8/8/8/8 b - - 69 197	-1	0.5	0	normal	engine_search
r1s4r/2mnnsk1/1ppppppp/8/p3P2P/PPPP1PP1/1KSNNM2/R4S1R w - - 0 9	1	0.5	0	normal	engine_search
r1s4r/2mnnsk1/1ppppppp/8/pP2P2P/P1PP1PP1/1KSNNM2/R4S1R b - - 0 9	2	0.5	0	normal	engine_search
r1s4r/2mnnsk1/1pp1pppp/3p4/pP2P2P/P1PP1PP1/1KSNNM2/R4S1R w - - 0 10	2	0.5	0	normal	engine_search
r1s4r/2mnnsk1/1pp1pppp/3p4/pP2P2P/P1PPMPP1/1KSNN3/R4S1R b - - 1 10	2	0.5	0	normal	engine_search
r1s4r/3nnsk1/1ppmpppp/3p4/pP2P2P/P1PPMPP1/1KSNN3/R4S1R w - - 2 11	0	0.5	0	normal	engine_search
r1s4r/3nnsk1/1ppmpppp/3p3P/pP2P3/P1PPMPP1/1KSNN3/R4S1R b - - 0 11	0	0.5	0	normal	engine_search
r1s4r/3nnsk1/1ppmpp1p/3p2pP/pP2P3/P1PPMPP1/1KSNN3/R4S1R w - - 0 12	0	0.5	0	normal	engine_search
r1s4r/3nnsk1/1ppmpp1p/3p2pP/pP2P3/P1PPMPP1/1KSNNS2/R6R b - - 1 12	1	0.5	0	normal	engine_search
r6r/2snnsk1/1ppmpp1p/3p2pP/pP2P3/P1PPMPP1/1KSNNS2/R6R w - - 2 13	1	0.5	0	normal	engine_search
r6r/2snnsk1/1ppmpp1p/3p2pP/pP1PP3/P1P1MPP1/1KSNNS2/R6R b - - 0 13	1	0.5	0	normal	engine_search
r6r/2snnsk1/1p1mpp1p/2pp2pP/pP1PP3/P1P1MPP1/1KSNNS2/R6R w - - 0 14	1	0.5	0	normal	engine_search
r6r/2snnsk1/1p1mpp1p/2pp2pP/pP1PP3/P1P1MPP1/1KSNNS2/3R3R b - - 1 14	5	0.5	0	normal	engine_search
r1r5/2snnsk1/1p1mpp1p/2pp2pP/pP1PP3/P1P1MPP1/1KSNNS2/3R3R w - - 2 15	3	0.5	0	normal	engine_search
r1r5/2snnsk1/1p1mpp1p/2pp2pP/pP1PP3/P1P1MPP1/1KSNNS2/3RR3 b - - 3 15	5	0.5	0	normal	engine_search
2r5/r1snnsk1/1p1mpp1p/2pp2pP/pP1PP3/P1P1MPP1/1KSNNS2/3RR3 w - - 4 16	3	0.5	0	normal	engine_search
2r5/r1snnsk1/1p1mpp1p/2pp2pP/pP1PP3/P1P1MPP1/2SNNS2/1K1RR3 b - - 5 16	6	0.5	0	normal	engine_search
2r5/r1snnsk1/1p1mpp1p/3p2pP/pp1PP3/P1P1MPP1/2SNNS2/1K1RR3 w - - 0 17	5	0.5	0	normal	engine_search
2r5/r1snnsk1/1p1mpp1p/3p2pP/pP1PP3/P3MPP1/2SNNS2/1K1RR3 b - - 0 17	8	0.5	0	normal	engine_search
2r5/r1snnsk1/3mpp1p/1p1p2pP/pP1PP3/P3MPP1/2SNNS2/1K1RR3 w - - 0 18	7	0.5	0	normal	engine_search
2r5/r1snnsk1/3mpp1p/1p1p2pP/pP1PP3/P3MPP1/2SNNS2/1KR1R3 b - - 1 18	6	0.5	0	normal	engine_search
2r5/1rsnnsk1/3mpp1p/1p1p2pP/pP1PP3/P3MPP1/2SNNS2/1KR1R3 w - - 2 19	8	0.5	0	normal	engine_search
2r5/1rsnnsk1/3mpp1p/1p1p2pP/pP1PP3/P2SMPP1/3NNS2/1KR1R3 b - - 3 19	10	0.5	0	normal	engine_search
2r5/2snnsk1/1r1mpp1p/1p1p2pP/pP1PP3/P2SMPP1/3NNS2/1KR1R3 w - - 4 20	11	0.5	0	normal	engine_search
2r5/2snnsk1/1r1mpp1p/1p1p2pP/pP1PP3/P2SMPP1/2RNNS2/1K2R3 b - - 5 20	10	0.5	0	normal	engine_search
2r5/2snnsk1/2rmpp1p/1p1p2pP/pP1PP3/P2SMPP1/2RNNS2/1K2R3 w - - 6 21	6	0.5	0	normal	engine_search
2r5/2snnsk1/2rmpp1p/1p1p2pP/pP1PP3/P1NSMPP1/2RN1S2/1K2R3 b - - 7 21	6	0.5	0	normal	engine_search
2r5/3nnsk1/1srmpp1p/1p1p2pP/pP1PP3/P1NSMPP1/2RN1S2/1K2R3 w - - 8 22	8	0.5	0	normal	engine_search
2r5/3nnsk1/1srmpp1p/1p1p2pP/pP1PP3/P1NSMPP1/2RN1S2/1KR5 b - - 9 22	8	0.5	0	normal	engine_search
2r5/2rnnsk1/1s1mpp1p/1p1p2pP/pP1PP3/P1NSMPP1/2RN1S2/1KR5 w - - 10 23	8	0.5	0	normal	engine_search
2r5/2rnnsk1/1s1mpp1p/1p1p2pP/pP1PP3/P1NSMPP1/2R2S2/1KR2N2 b - - 11 23	8	0.5	0	normal	engine_search
2r3k1/2rnns2/1s1mpp1p/1p1p2pP/pP1PP3/P1NSMPP1/2R2S2/1KR2N2 w - - 12 24	8	0.5	0	normal	engine_search
2r3k1/2rnns2/1s1mpp1p/1p1p2pP/pP1PP1P1/P1NSMP2/2R2S2/1KR2N2 b - - 0 24	9	0.5	0	normal	engine_search
2r3k1/2rnns2/1s1mpp1p/1p4pP/pP1Pp1P1/P1NSMP2/2R2S2/1KR2N2 w - - 0 25	10	0.5	0	normal	engine_search
2r3k1/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1NSM3/2R2S2/1KR2N2 b - - 0 25	8	0.5	0	normal	engine_search
2r5/2rnnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1NSM3/2R2S2/1KR2N2 w - - 1 26	9	0.5	0	normal	engine_search
2r5/2rnnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1NS4/2RM1S2/1KR2N2 b - - 2 26	8	0.5	0	normal	engine_search
2r5/2rn1sk1/1snmpp1p/1p4pP/pP1PP1P1/P1NS4/2RM1S2/1KR2N2 w - - 3 27	8	0.5	0	normal	engine_search
2r5/2rn1sk1/1snmpp1p/1p4pP/pP1PP1P1/P2S4/2RMNS2/1KR2N2 b - - 4 27	8	0.5	0	normal	engine_search
2r4k/2rn1s2/1snmpp1p/1p4pP/pP1PP1P1/P2S4/2RMNS2/1KR2N2 w - - 5 28	8	0.5	0	normal	engine_search
2r4k/2rn1s2/1snmpp1p/1p4pP/pP1PP1P1/P2SN3/2RMNS2/1KR5 b - - 6 28	7	0.5	0	normal	engine_search
2r3k1/2rn1s2/1snmpp1p/1p4pP/pP1PP1P1/P2SN3/2RMNS2/1KR5 w - - 7 29	8	0.5	0	normal	engine_search
2r3k1/2rn1s2/1snmpp1p/1p4pP/pP1PP1P1/P2SN3/2RM1S2/1KR3N1 b - - 8 29	9	0.5	0	normal	engine_search
2r5/2rn1sk1/1snmpp1p/1p4pP/pP1PP1P1/P2SN3/2RM1S2/1KR3N1 w - - 9 30	12	0.5	0	normal	engine_search
2r5/2rn1sk1/1snmpp1p/1p4pP/pP1PP1P1/P2SNN2/2RM1S2/1KR5 b - - 10 30	12	0.5	0	normal	engine_search
2r3k1/2rn1s2/1snmpp1p/1p4pP/pP1PP1P1/P2SNN2/2RM1S2/1KR5 w - - 11 31	12	0.5	0	normal	engine_search
2r3k1/2rn1s2/1snmpp1p/1p4pP/pP1PP1P1/P3NN2/2RMSS2/1KR5 b - - 12 31	11	0.5	0	normal	engine_search
2r4k/2rn1s2/1snmpp1p/1p4pP/pP1PP1P1/P3NN2/2RMSS2/1KR5 w - - 13 32	10	0.5	0	normal	engine_search
2r4k/2rn1s2/1snmpp1p/1p4pP/pP1PP1P1/P1M1NN2/2R1SS2/1KR5 b - - 14 32	9	0.5	0	normal	engine_search
2r4k/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1M1NN2/2R1SS2/1KR5 w - - 15 33	7	0.5	0	normal	engine_search
2r4k/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R2S2/1KR5 b - - 16 33	8	0.5	0	normal	engine_search
2r5/2rnnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R2S2/1KR5 w - - 17 34	8	0.5	0	normal	engine_search
2r5/2rnnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R5/1KR1S3 b - - 18 34	7	0.5	0	normal	engine_search
2r3k1/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R5/1KR1S3 w - - 19 35	8	0.5	0	normal	engine_search
2r3k1/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MS1N2/2R5/1KRNS3 b - - 20 35	7	0.5	0	normal	engine_search
2r3k1/3nns2/1srmpp1p/1p4pP/pP1PP1P1/P1MS1N2/2R5/1KRNS3 w - - 21 36	9	0.5	0	normal	engine_search
2r3k1/3nns2/1srmpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R5/1KR1S3 b - - 22 36	9	0.5	0	normal	engine_search
2r3k1/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R5/1KR1S3 w - - 23 37	8	0.5	0	normal	engine_search
2r3k1/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R1S3/1KR5 b - - 24 37	9	0.5	0	normal	engine_search
3r2k1/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R1S3/1KR5 w - - 25 38	10	0.5	0	normal	engine_search
3r2k1/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R5/1KRS4 b - - 26 38	9	0.5	0	normal	engine_search
2rr2k1/3nns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R5/1KRS4 w - - 27 39	9	0.5	0	normal	engine_search
2rr2k1/3nns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2RS4/1KR5 b - - 28 39	9	0.5	0	normal	engine_search
3r2k1/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2RS4/1KR5 w - - 29 40	8	0.5	0	normal	engine_search
3r2k1/2rnns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2RS4/K1R5 b - - 30 40	9	0.5	0	normal	engine_search
2rr2k1/3nns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2RS4/K1R5 w - - 31 41	8	0.5	0	normal	engine_search
2rr2k1/3nns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2RS4/1KR5 b - - 32 41	8	0.5	0	normal	engine_search
2r1r1k1/3nns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2RS4/1KR5 w - - 33 42	8	0.5	0	normal	engine_search
2r1r1k1/3nns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2RS4/K1R5 b - - 34 42	8	0.5	0	normal	engine_search
2rr2k1/3nns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2RS4/K1R5 w - - 35 43	8	0.5	0	normal	engine_search
2rr2k1/3nns2/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R5/K1R1S3 b - - 36 43	8	0.5	0	normal	engine_search
2rr4/3nnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R5/K1R1S3 w - - 37 44	8	0.5	0	normal	engine_search
2rr4/3nnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R2S2/K1R5 b - - 38 44	9	0.5	0	normal	engine_search
3r4/2rnnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R2S2/K1R5 w - - 39 45	7	0.5	0	normal	engine_search
3r4/2rnnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1M1NN2/2R1SS2/K1R5 b - - 40 45	9	0.5	0	normal	engine_search
2rr4/3nnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1M1NN2/2R1SS2/K1R5 w - - 41 46	9	0.5	0	normal	engine_search
2rr4/3nnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R2S2/K1R5 b - - 42 46	8	0.5	0	normal	engine_search
3r4/2rnnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1MSNN2/2R2S2/K1R5 w - - 43 47	9	0.5	0	normal	engine_search
3r4/2rnnsk1/1s1mpp1p/1p4pP/pP1PP1P1/P1MS1N2/2R2S2/K1RN4 b - - 44 47	4	0.5	0	normal	engine_search
3r4/2rnnsk1/1s1mp2p/1p3ppP/pP1PP1P1/P1MS1N2/2R2S2/K1RN4 w - - 0 48	46	0.5	0	normal	engine_search
3r4/2rnnsk1/1s1mp2p/1p2PppP/pP1P2P1/P1MS1N2/2R2S2/K1RN4 b - - 0 48	10	0.5	0	normal	engine_search
3r4/2rnnsk1/1s2p2p/1p2mppP/pP1P2P1/P1MS1N2/2R2S2/K1RN4 w - - 0 49	13	0.5	0	normal	engine_search
3r4/2rnnsk1/1s2p2p/1p2PppP/pP4P1/P1MS1N2/2R2S2/K1RN4 b - - 0 49	1	0.5	0	normal	engine_search
3r4/2rnnsk1/1s2p2p/1p2P1pP/pP4p1/P1MS1N2/2R2S2/K1RN4 w - - 0 50	16	0.5	0	normal	engine_search
3r4/2rnnsk1/1s2p2p/1p2P1pP/pP4p1/P1MS4/2R2S1N/K1RN4 b - - 1 50	0	0.5	0	normal	engine_search
3r4/2r1nsk1/1s2p2p/1p2n1pP/pP4p1/P1MS4/2R2S1N/K1RN4 w - - 0 51	-1	0.5	0	normal	engine_search
3r4/2r1nsk1/1s2p2p/1p2n1pP/pP4p1/P1M5/2R1SS1N/K1RN4 b - - 1 51	-1	0.5	0	normal	engine_search
3r4/2r2sk1/1s2p2p/1p2nnpP/pP4p1/P1M5/2R1SS1N/K1RN4 w - - 2 52	-7	0.5	0	normal	engine_search
3r4/2r2sk1/1s2p2p/1p2nnpP/pP4p1/P1M5/2R1SS2/K1RN1N2 b - - 3 52	-3	0.5	0	normal	engine_search
3r4/2r3k1/1s2ps1p/1p2nnpP/pP4p1/P1M5/2R1SS2/K1RN1N2 w - - 4 53	-15	0.5	0	normal	engine_search
3r4/2r3k1/1s2ps1p/1p2nnpP/pP4p1/P1M5/K1R1SS2/2RN1N2 b - - 5 53	-16	0.5	0	normal	engine_search
3r2k1/2r5/1s2ps1p/1p2nnpP/pP4p1/P1M5/K1R1SS2/2RN1N2 w - - 6 54	-12	0.5	0	normal	engine_search
3r2k1/2r5/1s2ps1p/1p2nnpP/pP4p1/P1M3S1/K1R1S3/2RN1N2 b - - 7 54	-12	0.5	0	normal	engine_search
3r2k1/2r3n1/1s2ps1p/1p2n1pP/pP4p1/P1M3S1/K1R1S3/2RN1N2 w - - 8 55	-24	0.5	0	normal	engine_search
3r2k1/2r3n1/1s2ps1p/1p2n1pP/pP4p1/P1M3S1/K1R1SN2/2R2N2 b - - 9 55	-18	0.5	0	normal	engine_search
3r2k1/2r3n1/1s2p2p/1p2nspP/pP4p1/P1M3S1/K1R1SN2/2R2N2 w - - 10 56	-31	0.5	0	normal	engine_search
